prompt_id,question_id,answer_category,n_trials,verdict_k,p_positive,p_negative,p_uncertain,majority_verdict,semantic_entropy,h_norm,active_clusters,flip_rate,spacy_label,evidence_present,question_length,context_length,swap_type,swap_source_qid,swap_source_tag
P-Lee-Standard,bb_3546,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,MONEY,False,33,2000,cross_type,bb_5774,FAC
P-Lee-Standard,bb_3546,correct,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,MONEY,False,33,2000,cross_type,bb_5774,FAC
P-Lee-Standard,bb_3546,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,MONEY,False,33,2000,cross_type,bb_5774,FAC
P-Lee-Standard,bb_5774,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,FAC,False,12,2000,cross_type,qw_1694,NORP
P-Lee-Standard,bb_5774,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,FAC,False,12,2000,cross_type,qw_1694,NORP
P-Lee-Standard,bb_5774,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,FAC,False,12,2000,cross_type,qw_1694,NORP
P-Lee-Standard,bb_6022,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,ORDINAL,False,8,317,cross_type,qf_2971,UNTAGGED
P-Lee-Standard,bb_6022,correct,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,ORDINAL,False,8,317,cross_type,qf_2971,UNTAGGED
P-Lee-Standard,bb_6022,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,ORDINAL,False,8,317,cross_type,qf_2971,UNTAGGED
P-Lee-Standard,bb_614,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PRODUCT,False,12,1583,cross_type,bt_2321,EVENT
P-Lee-Standard,bb_614,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PRODUCT,False,12,1583,cross_type,bt_2321,EVENT
P-Lee-Standard,bb_614,obvious_wrong,3,3,0.0,0.6666666666666666,0.3333333333333333,NEGATIVE,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,PRODUCT,False,12,1583,cross_type,bt_2321,EVENT
P-Lee-Standard,bb_8330,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,DATE,False,11,346,cross_type,jp_620,LOC
P-Lee-Standard,bb_8330,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,DATE,False,11,346,cross_type,jp_620,LOC
P-Lee-Standard,bb_8330,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,DATE,False,11,346,cross_type,jp_620,LOC
P-Lee-Standard,bb_914,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,GPE,False,21,1588,cross_type,sfq_12025,QUANTITY
P-Lee-Standard,bb_914,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,GPE,False,21,1588,cross_type,sfq_12025,QUANTITY
P-Lee-Standard,bb_914,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,GPE,False,21,1588,cross_type,sfq_12025,QUANTITY
P-Lee-Standard,bb_965,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,FAC,False,16,317,cross_type,qf_2971,UNTAGGED
P-Lee-Standard,bb_965,correct,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,FAC,False,16,317,cross_type,qf_2971,UNTAGGED
P-Lee-Standard,bb_965,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,FAC,False,16,317,cross_type,qf_2971,UNTAGGED
P-Lee-Standard,bt_2321,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,EVENT,False,12,2000,cross_type,odql_8642,LAW
P-Lee-Standard,bt_2321,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,EVENT,False,12,2000,cross_type,odql_8642,LAW
P-Lee-Standard,bt_2321,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,EVENT,False,12,2000,cross_type,odql_8642,LAW
P-Lee-Standard,dpql_1728,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LAW,False,7,2000,cross_type,odql_3814,QUANTITY
P-Lee-Standard,dpql_1728,correct,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LAW,False,7,2000,cross_type,odql_3814,QUANTITY
P-Lee-Standard,dpql_1728,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LAW,False,7,2000,cross_type,odql_3814,QUANTITY
P-Lee-Standard,dpql_4253,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,EVENT,False,9,1434,cross_type,wh_738,ORG
P-Lee-Standard,dpql_4253,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,EVENT,False,9,1434,cross_type,wh_738,ORG
P-Lee-Standard,dpql_4253,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,EVENT,False,9,1434,cross_type,wh_738,ORG
P-Lee-Standard,dpql_4600,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,ORDINAL,False,11,2000,cross_type,bb_965,FAC
P-Lee-Standard,dpql_4600,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,ORDINAL,False,11,2000,cross_type,bb_965,FAC
P-Lee-Standard,dpql_4600,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,ORDINAL,False,11,2000,cross_type,bb_965,FAC
P-Lee-Standard,jp_3011,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LANGUAGE,False,8,2000,cross_type,qw_1694,NORP
P-Lee-Standard,jp_3011,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LANGUAGE,False,8,2000,cross_type,qw_1694,NORP
P-Lee-Standard,jp_3011,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LANGUAGE,False,8,2000,cross_type,qw_1694,NORP
P-Lee-Standard,jp_3306,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,CARDINAL,False,9,2000,cross_type,odql_2231,TIME
P-Lee-Standard,jp_3306,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,CARDINAL,False,9,2000,cross_type,odql_2231,TIME
P-Lee-Standard,jp_3306,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,CARDINAL,False,9,2000,cross_type,odql_2231,TIME
P-Lee-Standard,jp_487,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,DATE,False,9,1028,cross_type,qg_1241,PERCENT
P-Lee-Standard,jp_487,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,DATE,False,9,1028,cross_type,qg_1241,PERCENT
P-Lee-Standard,jp_487,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,DATE,False,9,1028,cross_type,qg_1241,PERCENT
P-Lee-Standard,jp_620,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LOC,False,8,2000,cross_type,sfq_17940,GPE
P-Lee-Standard,jp_620,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LOC,False,8,2000,cross_type,sfq_17940,GPE
P-Lee-Standard,jp_620,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LOC,False,8,2000,cross_type,sfq_17940,GPE
P-Lee-Standard,jp_67,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,PERSON,False,11,2000,cross_type,jp_3011,LANGUAGE
P-Lee-Standard,jp_67,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERSON,False,11,2000,cross_type,jp_3011,LANGUAGE
P-Lee-Standard,jp_67,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,PERSON,False,11,2000,cross_type,jp_3011,LANGUAGE
P-Lee-Standard,odql_11051,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,MONEY,False,12,2000,cross_type,odql_8642,LAW
P-Lee-Standard,odql_11051,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,MONEY,False,12,2000,cross_type,odql_8642,LAW
P-Lee-Standard,odql_11051,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,MONEY,False,12,2000,cross_type,odql_8642,LAW
P-Lee-Standard,odql_2231,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,TIME,False,14,2000,cross_type,odql_11051,MONEY
P-Lee-Standard,odql_2231,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,TIME,False,14,2000,cross_type,odql_11051,MONEY
P-Lee-Standard,odql_2231,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,TIME,False,14,2000,cross_type,odql_11051,MONEY
P-Lee-Standard,odql_3814,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,QUANTITY,False,15,2000,cross_type,bb_5774,FAC
P-Lee-Standard,odql_3814,correct,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,QUANTITY,False,15,2000,cross_type,bb_5774,FAC
P-Lee-Standard,odql_3814,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,QUANTITY,False,15,2000,cross_type,bb_5774,FAC
P-Lee-Standard,odql_8642,confusing_wrong,3,3,0.0,0.6666666666666666,0.3333333333333333,NEGATIVE,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,LAW,False,8,2000,cross_type,bb_5774,FAC
P-Lee-Standard,odql_8642,correct,3,3,0.0,0.3333333333333333,0.6666666666666666,UNCERTAIN,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,LAW,False,8,2000,cross_type,bb_5774,FAC
P-Lee-Standard,odql_8642,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LAW,False,8,2000,cross_type,bb_5774,FAC
P-Lee-Standard,qb_2184,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,PRODUCT,False,8,317,cross_type,qf_2971,UNTAGGED
P-Lee-Standard,qb_2184,correct,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,PRODUCT,False,8,317,cross_type,qf_2971,UNTAGGED
P-Lee-Standard,qb_2184,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,PRODUCT,False,8,317,cross_type,qf_2971,UNTAGGED
P-Lee-Standard,qb_3486,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,WORK_OF_ART,False,28,1028,cross_type,qg_1241,PERCENT
P-Lee-Standard,qb_3486,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,WORK_OF_ART,False,28,1028,cross_type,qg_1241,PERCENT
P-Lee-Standard,qb_3486,obvious_wrong,3,3,0.0,0.6666666666666666,0.3333333333333333,NEGATIVE,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,WORK_OF_ART,False,28,1028,cross_type,qg_1241,PERCENT
P-Lee-Standard,qb_4264,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LANGUAGE,False,7,317,cross_type,qf_2971,UNTAGGED
P-Lee-Standard,qb_4264,correct,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LANGUAGE,False,7,317,cross_type,qf_2971,UNTAGGED
P-Lee-Standard,qb_4264,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LANGUAGE,False,7,317,cross_type,qf_2971,UNTAGGED
P-Lee-Standard,qb_7855,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,WORK_OF_ART,False,23,2000,cross_type,jp_67,PERSON
P-Lee-Standard,qb_7855,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,WORK_OF_ART,False,23,2000,cross_type,jp_67,PERSON
P-Lee-Standard,qb_7855,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,WORK_OF_ART,False,23,2000,cross_type,jp_67,PERSON
P-Lee-Standard,qf_1667,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LOC,False,12,2000,cross_type,qw_9214,ORG
P-Lee-Standard,qf_1667,correct,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LOC,False,12,2000,cross_type,qw_9214,ORG
P-Lee-Standard,qf_1667,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LOC,False,12,2000,cross_type,qw_9214,ORG
P-Lee-Standard,qf_2971,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,UNTAGGED,False,13,471,cross_type,dpql_1728,LAW
P-Lee-Standard,qf_2971,correct,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,UNTAGGED,False,13,471,cross_type,dpql_1728,LAW
P-Lee-Standard,qf_2971,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,UNTAGGED,False,13,471,cross_type,dpql_1728,LAW
P-Lee-Standard,qg_1241,confusing_wrong,3,3,0.0,0.3333333333333333,0.6666666666666666,UNCERTAIN,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,PERCENT,False,13,2000,cross_type,qw_9214,ORG
P-Lee-Standard,qg_1241,correct,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,PERCENT,False,13,2000,cross_type,qw_9214,ORG
P-Lee-Standard,qg_1241,obvious_wrong,3,3,0.0,0.6666666666666666,0.3333333333333333,NEGATIVE,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,PERCENT,False,13,2000,cross_type,qw_9214,ORG
P-Lee-Standard,qw_1694,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,NORP,False,8,2000,cross_type,sfq_13707,PERSON
P-Lee-Standard,qw_1694,correct,3,3,0.0,0.3333333333333333,0.6666666666666666,UNCERTAIN,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,NORP,False,8,2000,cross_type,sfq_13707,PERSON
P-Lee-Standard,qw_1694,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,NORP,False,8,2000,cross_type,sfq_13707,PERSON
P-Lee-Standard,qw_9214,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,ORG,False,23,2000,cross_type,odql_2231,TIME
P-Lee-Standard,qw_9214,correct,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,ORG,False,23,2000,cross_type,odql_2231,TIME
P-Lee-Standard,qw_9214,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,ORG,False,23,2000,cross_type,odql_2231,TIME
P-Lee-Standard,qz_4637,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,TIME,False,16,2000,cross_type,qw_1694,NORP
P-Lee-Standard,qz_4637,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,TIME,False,16,2000,cross_type,qw_1694,NORP
